UMAP_1	UMAP_2	preliminary_clusters	cluster_annotation	Slc17a6	Slc32a1
-4.63831508489673	11.0339398874528	63	63: Ebf2/Th	1.49546381293854	0
-4.25141322942798	11.4107671274431	63	63: Ebf2/Th	0	1.32934023152993
2.72101938394482	-1.93306035859515	67	67: Foxp2/Il1rapl2	0	0
1.06810634998257	-3.49862046105792	112	112: Il1rapl2/Grm8	1.30239446507895	0
4.02668225435193	3.14386611120771	91	91: Pax8/Bcl11a	0	0.636072438225714
0.966399606742218	-1.69196195466448	39	39: Col19a1/Sv2b	0	0.219552529918277
0.830813941039398	-3.05988497598101	135	135: Zfp804b/Etl4	0.540788294797449	0
2.84935533670361	7.72026496069501	58	58: Adarb2/Lama1	0	1.03456944247465
-4.7788480553252	3.3548744215257	129	129: Bnc2/Ebf2	0.694148682897035	0
6.83780061868604	-3.69527668816973	167	167: Tph2/Slc6a4	0	0.806374022276475
1.41234445241864	-0.715071688722865	66	66: Mecom/Pou6f2	0	0.898934007253479
-2.44352948995654	-7.9473499761336	140	140: Fgf10/Cpne4	0.438153825601488	0
-4.68175018163745	-1.1837831245177	77	77: Ankfn1/Tcerg1l	0.850510714556529	0
4.02992069391186	-5.15805382592608	43	43: Tafa2/Pde1a	1.30562099059882	0
0.178852145053699	4.78369765417646	59	59: Kcnmb2/Sema3a	0	0
-0.269103768788025	-1.22911186082293	82	82: Tal1/Nell1	0	1.11349754320914
-0.283648464403794	1.52826266424726	60	60: Trhde/Kcnmb2	0	1.95193426365869
-9.20342147680347	1.47476368086408	179	179: Vmn1r207-ps/Pde11a	0	0
1.81849085954602	0.0858575596101125	79	79: Kcnmb2/Slc6a5	0	0
-2.70238125654285	0.632752705980047	57	57: Adarb2/Ebf2	0	0
1.70265304712231	-4.29898733956744	28	28: Mecom/Sema3a	0.296930444640322	0
2.6428045001405	-1.94482273919512	67	67: Foxp2/Il1rapl2	0	1.00138879350535
-3.10953247877185	-6.34510464532305	50	50: Lhx9/Vwc2l	0.701500602125271	0
-1.40742194982593	-0.0708265130781094	127	127: Dach1/Unc5d	0	0
-0.143005970440552	-1.18628544671466	82	82: Tal1/Nell1	0.589176704955927	0
3.45245754388745	8.75378375189374	41	41: Ryr1/Tfap2b	0	0
0.743052062072113	2.04365186827253	78	78: Ebf2/Adarb2	0	0.409948135756184
-4.39018810125415	11.2641273035295	63	63: Ebf2/Th	0.945484224465858	0
3.47582327989514	0.714528311658605	35	35: Dmbx1/Cntnap5b	0	0
-3.20570171209399	9.51877455847333	117	117: Ebf2/Nmu	0	0
3.53627550271924	-5.25776762826373	122	122: Zfp804b/Lncenc1	0	0
0.557788458146408	-2.83644981248309	57	57: Adarb2/Ebf2	0	1.12650418104038
-2.58615768285815	11.4218431009538	38	38: Kcnh8/Maf	0.856234745753578	0
-2.09565103384082	0.365240861345037	57	57: Adarb2/Ebf2	0	0.401096669263379
0.257528257049873	4.6814775957353	59	59: Kcnmb2/Sema3a	0	0
4.23029720453198	-5.52315754754473	43	43: Tafa2/Pde1a	1.02754752900185	0
-5.06512153478687	2.00168805258344	105	105: Ebf2/Calb1	0	0
6.47724878457959	-1.71241290433337	40	40: Ebf2/Ankfn1	0	0
3.62921559480603	-2.19719428880145	84	84: Zfp804b/Lemd1	0	0
2.38896548417981	-4.29654259545733	137	137: Mecom/Col12a1	0	0
-0.00717992665593378	4.60452132361005	59	59: Kcnmb2/Sema3a	0	0
0.0417999033408905	-4.92939133508136	184	184: Calcr/Shox2	1.30761812933104	0
-8.47039592596118	-5.77079577310015	177	177: Foxp2/Ano2	0	0
2.25591218141492	6.75759225027631	73	73: Sema3a/Klhl1	0	0
-2.92889464231555	6.45098166601728	31	31: Cdh3/Nkain3	0.969513424005379	0
1.3729641404527	-1.15879387719561	39	39: Col19a1/Sv2b	0	1.12982615231571
-1.11509180399005	3.47085480825971	60	60: Trhde/Kcnmb2	0.911962689896861	0
0.80163067249234	-3.11317438943316	30	30: Zfp804b/Npas1	1.25040192372816	0
-3.60666358800952	6.17307143347333	31	31: Cdh3/Nkain3	0	0
-7.40780294271533	5.45249943869184	165	165: Hcrtr2/L3mbtl4	0	0
-7.35309398504321	7.81976227896284	46	46: Col18a1/Gpc3	0	0.7937526794701
-8.44088828893726	-5.74965519769122	177	177: Foxp2/Ano2	0	0
-6.88249242635791	7.82959466116498	125	125: Otof/Stac	0	0.700732551949202
-4.57971799703662	-1.64818961484362	77	77: Ankfn1/Tcerg1l	0	0
1.32664382127698	-1.18303365571429	33	33: Il1rapl2/Slc6a5	0	0
-8.98775279851978	4.91483025686811	144	144: Nox4/Kcnmb2	0	0.930440760598913
1.3284277882951	-1.57312471730639	39	39: Col19a1/Sv2b	0	0
1.54918753770764	-4.92065377099444	28	28: Mecom/Sema3a	0.61760528064622	0
6.51380884317334	4.57190995352338	86	86: Tfap2b/Col25a1	0	0
-10.5796278748137	-2.59140915734698	107	107: Slc17a7/Sgcg	0.74059022397405	0
0.00659115282471426	-4.05750818116595	90	90: Pou4f1/Klhl1	1.19125624981008	0
-3.01090443464343	-5.13953442437579	118	118: Lhx9/Col25a1	0.35354438618633	0
-8.88654697271411	-7.09806198937823	72	72: Ano2/Foxp2	1.22338028068343	0
7.53465377954419	-6.65999932153155	97	97: Gfral/Sctr	1.37478077060808	0
-5.2157377037627	9.57612280981611	146	146: Rxfp1/Ebf2	0	0
-9.16299712987964	-3.16984863145282	121	121: Slc17a7/Lama1	0	0
0.116033908404663	-7.97944588525225	99	99: Lhx9/Pou6f2	1.38586326603801	0
-8.88942039342944	-3.52151532037188	121	121: Slc17a7/Lama1	0.350936900162518	0
0.538441237487152	-1.39843709332873	82	82: Tal1/Nell1	0	0
4.39941656259473	-3.08585138184954	94	94: Zfp804b/Zmat4	0.464329245719592	0
-6.48872697683399	0.241943468023046	80	80: Pdyn/Cpa6	0	0
3.73783480791028	1.06896035807203	35	35: Dmbx1/Cntnap5b	0	0
3.75652992395337	8.56009249823163	89	89: Necab1/Arhgap15	0	0
1.42076456216748	3.36768894331525	116	116: Prph/Slc5a7	0	0
4.11736356882031	-5.19043392999102	43	43: Tafa2/Pde1a	0	0
4.1365538802522	-3.43736834390094	94	94: Zfp804b/Zmat4	1.01586538997665	0
-10.2487400803191	3.7755549444444	81	81: Gbx1/Fgf10	0	0
-8.78435886236255	-7.10785002572467	72	72: Ano2/Foxp2	1.30733942246939	0
4.33503019479687	-8.29505295617511	53	53: Gal/Dkk2	1.33118202566286	0
6.73607217935498	-3.84171314103533	167	167: Tph2/Slc6a4	0	0
7.07761585382397	-5.77365059716632	85	85: Tfap2b/Glra3	0	0
6.23324024347241	-1.30543060166766	40	40: Ebf2/Ankfn1	0	0
-0.716610375366852	2.71643810408185	60	60: Trhde/Kcnmb2	0	0
1.08186733392651	-3.65919275147845	90	90: Pou4f1/Klhl1	0.965065420120255	0
0.226927604951217	-4.87333006722857	184	184: Calcr/Shox2	0.830076299736514	0
-0.793578210793183	-5.3167838559859	115	115: Sema3a/Cdh9	1.11205752870827	0
4.28992998269971	-1.72428924901416	39	39: Col19a1/Sv2b	1.07352323059945	0
0.029503222979858	-4.15699667794635	90	90: Pou4f1/Klhl1	1.10323355467826	0
7.83990394739087	-2.89401717050006	65	65: Eya1/Hs3st4	0	0
-1.95664942594592	3.19272093908857	165	165: Hcrtr2/L3mbtl4	0	0.433331599050761
-3.14710605474536	6.58582596914838	31	31: Cdh3/Nkain3	0	0
2.06778800157483	-3.61905331475665	62	62: Reln/Calcr	1.79265288481504	0
-1.82043254705493	2.43243484633039	108	108: Sema3a/Il1rapl2	0	0
1.06063127187665	-0.919222305845515	33	33: Il1rapl2/Slc6a5	0	0.714724438470949
-3.32767761083667	-7.22641796929766	151	151: Lhx2/Reln	1.46480049811618	0
-3.45697295995776	11.36845832007	38	38: Kcnh8/Maf	0	0.31195938873567
2.49147760538037	7.62011628286909	58	58: Adarb2/Lama1	0	0
-0.739091340027497	2.60426216261457	60	60: Trhde/Kcnmb2	0	0
-2.18432057233875	0.482130695749029	57	57: Adarb2/Ebf2	0	0
-9.53184402319019	-6.77209420068194	72	72: Ano2/Foxp2	1.00543732045494	0
6.28391658929761	-1.80018539292742	40	40: Ebf2/Ankfn1	0.432209234057339	0
-0.126870382152245	0.263508815932973	73	73: Sema3a/Klhl1	0	1.19523204965183
3.9957326617616	-6.06466717584063	168	168: Rspo2/Ntng1	0	0
-10.1574505600554	-3.48632545335223	161	161: Slc17a7/Col27a1	0.497131043109233	0
-5.65214908453052	0.0537618144042333	156	156: Ankfn1/Pou4f1	0.747565451472245	0
-0.256902996025727	-1.17421347958972	82	82: Tal1/Nell1	0	0
-4.33826625677173	11.3117881311662	63	63: Ebf2/Th	0.737864655764131	0
-0.283048662863419	-1.22537166936328	152	152: Foxp2/Gata3	0	1.03124864314421
-0.753056708298371	4.10236220495771	59	59: Kcnmb2/Sema3a	0	0
1.78283381132062	0.249821831155523	79	79: Kcnmb2/Slc6a5	0	0.931838014295393
1.6990915503877	-3.50004620416095	30	30: Zfp804b/Npas1	0.482142344220263	0
-8.75807273717944	3.16862301962446	74	74: Rbm20/Nox4	0	0
0.993307110347106	-2.73473281724383	82	82: Tal1/Nell1	0	1.58385685571052
3.42893969682629	8.70818095343183	119	119: Npas1/Nell1	0	0.723031339409614
-8.35754764410083	3.83414130346845	55	55: Rab38/Ano1	0	0.491717578945117
-0.0226157638651585	0.829508353639348	73	73: Sema3a/Klhl1	0	0
3.90513145593579	-7.01004834039141	114	114: Tac1/Tafa2	0.543589820586508	0
0.805150922812774	-5.67037958962847	45	45: Prdm16/Zfp804b	0.82525482849607	0
-12.9355696472747	-1.14848358495166	104	104: Gabra6/Fat2	0	0
-3.06275379987781	11.6701808466203	38	38: Kcnh8/Maf	0.937566821891027	0
3.44924294618542	-9.35341114861895	53	53: Gal/Dkk2	1.56568802821941	0
-9.19509208532397	1.5013233913667	179	179: Vmn1r207-ps/Pde11a	0	0
4.91825878290112	6.06651835577558	92	92: Pou6f2/Ccbe1	1.08054424019928	0
2.44878971246655	7.65789322989057	120	120: Tfap2b/Trhde	0	0
-2.82873165937488	-3.72682494981219	153	153: Lmo3/Cpne4	0.762689037581192	0
0.362391557969406	-2.78146691186358	99	99: Lhx9/Pou6f2	0	0
-4.7568057808501	1.52341764109205	105	105: Ebf2/Calb1	0	1.10276278331292
5.17187606958325	-3.03179402215411	143	143: Kcnq5/Hs3st4	1.71248199799525	0
-3.79059017034595	2.73680930273603	170	170: Myo5b/Otof	1.17763482628248	0
5.01665842203076	-4.14825196130206	100	100: Dlk1/F13a1	0	0
6.60183775094922	4.31016640799116	86	86: Tfap2b/Col25a1	0	0
-0.0567812505585408	-4.8061580167525	184	184: Calcr/Shox2	1.00002900887757	0
-8.14624679418628	2.07310943739484	74	74: Rbm20/Nox4	0	0
5.82651722101147	2.06506614821027	83	83: Agtr1b/Cntnap5b	0	0
3.83412539628918	-1.88358909947802	84	84: Zfp804b/Lemd1	0	0
1.463563081302	-2.79186076981951	62	62: Reln/Calcr	0.904631380429511	0
-9.05834186407153	-7.02516598565509	72	72: Ano2/Foxp2	0	0
-0.666761640034363	3.4620419039018	56	56: Kcnmb2/Sema3a	0	0.75940749882662
-2.06413495870654	-13.9849504934066	182	182: Samd3/Cnpy1	0	0
-3.93023383947437	-7.38063807351519	42	42: Mylk/Mctp2	1.19309371701908	0
-2.07546437116687	-3.54436035020282	112	112: Il1rapl2/Grm8	1.05140794637726	0
-4.01902377935474	11.3987985147722	63	63: Ebf2/Th	0.476175080879084	0
2.40019595292981	2.37189393179487	124	124: Zfp804b/Dlk1	0	0.386371562938692
2.34570586351331	-5.43944973809649	173	173: Mecom/Oprk1	0.523990190700552	0
2.00781678823407	-3.50421471459796	94	94: Zfp804b/Zmat4	1.53343144416644	0
1.74819242624219	-5.01677460534503	28	28: Mecom/Sema3a	0.70562664978828	0
-8.29935729833667	6.53370242254804	162	162: Chrdl1/Kcnh8	0	0
0.903978880919769	-0.473066251110331	33	33: Il1rapl2/Slc6a5	0	1.2772816053076
2.32386982110913	2.4044623865373	124	124: Zfp804b/Dlk1	0	0
2.56048023370679	-1.96157593591143	67	67: Foxp2/Il1rapl2	0	0.926644394220668
4.58126413492139	-3.25508231980731	40	40: Ebf2/Ankfn1	0.620274714493155	0
4.21516191629346	-5.36900849206378	43	43: Tafa2/Pde1a	1.19975052848646	0
5.94309961465771	-5.45059437615802	85	85: Tfap2b/Glra3	1.28454199596292	0
6.66933929590161	-3.80968351228167	167	167: Tph2/Slc6a4	0	0.721017196401133
-2.41071737142627	0.0860066010243734	57	57: Adarb2/Ebf2	0	0
-10.4266909393889	-2.58584327561785	107	107: Slc17a7/Sgcg	0.585255701298675	0
1.32971119550641	-3.58383817536761	90	90: Pou4f1/Klhl1	1.07523730683258	0
1.75205886033948	0.238982458282216	79	79: Kcnmb2/Slc6a5	0	0
5.39803564218457	-4.37862725121905	100	100: Dlk1/F13a1	1.30975389972735	0
3.35400926736768	-7.18150515420367	130	130: Qrfpr/Tac1	0	0
1.46261179117139	-6.0848798261397	123	123: Reln/Pou4f1	0.966072467765882	0
-3.26244199606006	6.86144213812421	31	31: Cdh3/Nkain3	0.60883755145509	0.60883755145509
8.53745567468579	-5.70271153314044	154	154: Olfr78/Calcr	0.932912290868719	0
1.63789724973614	-1.87562448842456	124	124: Zfp804b/Dlk1	0	0.460347394282734
-9.63557422491138	-6.72202725274493	72	72: Ano2/Foxp2	1.20835389535891	0
0.662480947055175	2.02367811338971	78	78: Ebf2/Adarb2	0	0.603233525319334
2.33620583681042	-4.42416949136187	137	137: Mecom/Col12a1	1.30297975610059	0
-2.41041767927234	-5.87626356942584	50	50: Lhx9/Vwc2l	1.41231032345375	0
-1.10633504720752	5.17080788748334	101	101: Kcnmb2/Ebf3	0	0
-4.72016513677661	1.67771439688276	105	105: Ebf2/Calb1	0	0
5.42974102167065	-1.37857146127154	51	51: Bnc2/Ebf2	0.956941434361284	0
-2.20685875745837	-5.4997820363753	50	50: Lhx9/Vwc2l	0.72069168088952	0
-9.65793407293384	-6.77932019097735	72	72: Ano2/Foxp2	1.19991260875609	0
-9.01717841955249	5.84293418066572	133	133: Nxph2/Nox4	0	0.729923595459317
0.0183036741393352	-4.18503661019732	90	90: Pou4f1/Klhl1	0.903058024607581	0
-1.55842447610919	2.93791656630109	108	108: Sema3a/Il1rapl2	0	0
4.84589779046948	-2.92752761704852	143	143: Kcnq5/Hs3st4	1.15600855634195	0
4.44197570947583	8.0721927179582	89	89: Necab1/Arhgap15	0	0
-9.51480186315601	-6.96146578652789	72	72: Ano2/Foxp2	0.876151803471482	0.531110463809761
-4.97809970708911	1.72039418356489	105	105: Ebf2/Calb1	0	0
2.56914007333691	-2.28153700692584	67	67: Foxp2/Il1rapl2	0	0.81385798609388
1.15181779531415	-1.39857883317401	39	39: Col19a1/Sv2b	0	0
-9.13442409368579	5.95708995001386	133	133: Nxph2/Nox4	0	0
-5.75784671636646	-4.94701046807696	158	158: Fn1/Kcnq4	0	0
-6.5933684143645	0.19043995873998	80	80: Pdyn/Cpa6	0	0
-2.97218788000171	11.5966506494768	38	38: Kcnh8/Maf	0.593677909758988	0
6.79587995675977	-3.66547031266619	167	167: Tph2/Slc6a4	0	0
6.88778412012036	-5.39556975228717	70	70: Tfap2b/Cntnap5b	1.12027230995612	0
1.5007272925752	-1.87246162755419	67	67: Foxp2/Il1rapl2	0.189109190887601	0.713373411134733
6.10130560068066	-0.95244921309878	160	160: Ebf2/Ism1	0	0
4.85213958887036	-5.34324641091754	43	43: Tafa2/Pde1a	0.995543028427131	0
-9.46568477483813	-6.81169504983355	72	72: Ano2/Foxp2	0.611950307205906	0
-0.0710655334812855	-1.04411030871798	82	82: Tal1/Nell1	0.668214474498369	0
-8.51435172887866	-5.80217451913287	177	177: Foxp2/Ano2	0	0
-8.93993842931812	-3.46171445710589	121	121: Slc17a7/Lama1	0.603308546951387	0
2.85280549196179	9.32507472174238	41	41: Ryr1/Tfap2b	0	0
-0.538655820809052	-1.34488708836962	35	35: Dmbx1/Cntnap5b	0	0
-6.27038944097583	0.543016661573156	80	80: Pdyn/Cpa6	1.57316793425834	0
5.86987459329541	1.93082075254987	83	83: Agtr1b/Cntnap5b	0	1.06473039256134
-2.33129608961169	10.3813596262224	181	181: Sntb1/Cpne4	1.31000084627591	0
0.467492219485595	-3.53510351045062	30	30: Zfp804b/Npas1	0.750150399241671	0
-3.54195034833972	8.68932013647626	117	117: Ebf2/Nmu	0	0
2.65843879846509	-0.287683437895075	95	95: Tfap2b/Esr1	0	0
5.47074520257886	-1.14365930421282	51	51: Bnc2/Ebf2	0.649279063672526	0
1.80719458726819	7.03704123632978	58	58: Adarb2/Lama1	0	0.423147434459314
-4.3612397942168	-3.95618862969805	168	168: Rspo2/Ntng1	0	0
-0.849616292439148	-1.86963255269458	60	60: Trhde/Kcnmb2	0.693247195562279	0
1.19005357889111	-5.21361679894854	45	45: Prdm16/Zfp804b	0.620433650690136	0
-2.34657490583484	-7.89701313836505	140	140: Fgf10/Cpne4	0.659619181372732	0
6.77934658197339	-3.66435737473895	167	167: Tph2/Slc6a4	1.12784450598098	0
-9.2000054154021	1.47088186876844	179	179: Vmn1r207-ps/Pde11a	1.47955243525356	0
9.43318569330151	-6.69998354775836	97	97: Gfral/Sctr	0	0
-0.698728862724946	-1.18492717606951	82	82: Tal1/Nell1	0	0
5.71838295129712	-0.558158616852061	51	51: Bnc2/Ebf2	0.844488709825823	0
-0.184527787886307	-0.30342906279494	128	128: Cntn5/Nell1	0	0
0.362264242448165	-2.5295078263991	150	150: Nr5a2/Zfp804b	1.47997156999031	0
3.79447209505017	-2.00079150063922	84	84: Zfp804b/Lemd1	0	1.23692035585588
-0.353271815500901	-2.75735969407489	88	88: Il1rapl2/Stpg2	1.139128374041	0
1.6791222062486	-2.02523822648455	30	30: Zfp804b/Npas1	0	0
-5.11993587347095	1.0297395481355	105	105: Ebf2/Calb1	0	0
-12.8894833359343	-1.11245317323138	104	104: Gabra6/Fat2	0	0
3.21495782998975	-4.57115979058673	122	122: Zfp804b/Lncenc1	1.28976288049501	0
-2.23779571386401	-3.65259499413897	112	112: Il1rapl2/Grm8	1.68513714943017	0
-9.51497161718433	-6.81499810082843	72	72: Ano2/Foxp2	0.274366127201771	0
0.838855620898559	-3.08575291497637	135	135: Zfp804b/Etl4	0	0
-7.31052387090747	2.89581494467328	74	74: Rbm20/Nox4	0	0.750799561947883
4.24178850320752	6.05535559790204	92	92: Pou6f2/Ccbe1	0.75180512957618	0
0.0313318264263416	-0.415640960764186	128	128: Cntn5/Nell1	0	0.914016779604729
-2.55233323904102	11.0559678568132	38	38: Kcnh8/Maf	0	0
-1.40651154848163	3.25970034735273	108	108: Sema3a/Il1rapl2	0	0
6.46608268884595	-1.56845004422595	40	40: Ebf2/Ankfn1	0.589892173009086	0
5.02890646127637	1.44329826967786	102	102: Necab1/Pde1a	0	0
-3.86034071775501	3.06360464232038	170	170: Myo5b/Otof	0.439248990661926	0
3.33122217325146	-7.24713463647296	130	130: Qrfpr/Tac1	0	0
-0.149301979265854	-3.5589963899367	90	90: Pou4f1/Klhl1	0.839675901027929	0
2.16859686044629	7.03209500448774	58	58: Adarb2/Lama1	0	0.808024564759365
-0.285409364424393	5.4299111856706	56	56: Kcnmb2/Sema3a	0	0
-0.435344520531342	-1.02645904881884	82	82: Tal1/Nell1	0	0
4.24413025049145	-5.34308571679522	43	43: Tafa2/Pde1a	1.56429189394366	0
4.40007030633862	8.08440356390546	89	89: Necab1/Arhgap15	0	0
1.38003372816022	6.97659020559858	31	31: Cdh3/Nkain3	0	0.407930208086193
2.04677462247784	-3.04515762193133	30	30: Zfp804b/Npas1	0	0
5.27620660928662	5.6002836717851	126	126: Tfap2b/Slc39a8	0	0
-2.53398168417041	-5.98386998040606	50	50: Lhx9/Vwc2l	1.79209288036041	0
-4.4812930855376	11.2033296121843	63	63: Ebf2/Th	0	0
0.649429794825866	-0.701196323465602	39	39: Col19a1/Sv2b	0	0
-1.17537820669238	-3.83123106820513	68	68: Klhl1/Tafa1	1.0610717881077	0
-8.39986503454272	-5.80595106942584	177	177: Foxp2/Ano2	0	2.36012978979773
-3.27786672445361	-6.76885361535479	42	42: Mylk/Mctp2	0	0
3.63334905771191	0.787376929689153	35	35: Dmbx1/Cntnap5b	0.452089044140127	0.762292464933701
-4.85305869909351	4.22323804037641	129	129: Bnc2/Ebf2	0	0
-9.61335265966479	-6.66920561654498	72	72: Ano2/Foxp2	1.4754414242578	0
5.06993305353101	1.51468305723737	102	102: Necab1/Pde1a	0.49544666984978	0
-0.748263183556244	-5.23707718713214	115	115: Sema3a/Cdh9	0	0
1.79701172975476	-3.09128088815142	62	62: Reln/Calcr	1.2565256720442	0
-3.86890542837207	-7.58610339028765	42	42: Mylk/Mctp2	1.16135721866617	0
3.18845164445813	-2.85497422082354	62	62: Reln/Calcr	0.900622154269734	0
-9.174620512448	1.52564697401594	179	179: Vmn1r207-ps/Pde11a	0	0
-3.11887228818958	-6.1305455671065	118	118: Lhx9/Col25a1	0.822776690855359	0
